WP_ID,Parent_ID,Name,SKU,Slug,Type,Description,Short_Description,Category,Category_Slug,Images,SEO_Title,SEO_Description,SEO_Keywords,OG_Title,OG_Description,Attributes,Price_Data,Stock_Status,Stock_Quantity,Manage_Stock,Weight,Dimensions,WP_URL,Bitrix_URL,Status,Featured,Date_Created,Date_Modified,Has_Variations,Variation_Attributes
20930,0,ET 303 ICB,129,et-303-icb,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 303 ICB</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка PCE CEE 32A 3-pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка PCE CEE 32A 3-pol<br />
(подключена до авт. выкл.)<br />
розетка РСЕ Schuko 16А — 3 шт</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>1 индикатор на включение</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>авт.выкл. Legrand 6kA: 1х32А 1-pol</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>230 х 112 х 90 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-303-ICB.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> CEE32A 3-pol;<br />
<strong>OUT:</strong> CEE32A 3-pol (проходная); Schuko 16А — 3 шт. Индикация включения, авт.выкл 1х32А 1-рol</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20930_0.jpg"", ""alt"": ""Туровый дистрибьютор ET 303 ICB"", ""name"": ""ET 303 ICB""}]",Туровый дистрибьютор питания ET 303 ICB - EDS,Вход: вилка PCE CEE 32A 3-pol; выход: розетка PCE CEE 32A 3-pol (подключена до авт. выкл.); розетка РСЕ Schuko 16А — 3 шт.; индикация: 1 индикатор на...,,,,"{""Ввод"": {""options"": [""CEE 32A 3-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Автомат. выключатели"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""19280"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-303-icb/,/product/et-303-icb/,publish,False,2018-10-29T00:00:00,2024-01-26T17:12:57,False,
20931,0,ET 406.1,111,et-406-1,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 406.1</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт<br />
розетка РСЕ Schuko 16А — 6 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>398 х 112 х 90 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-406.1.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI<br />
<strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт; Schuko 16А — 6 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20931_0.jpg"", ""alt"": ""ET 406.1"", ""name"": ""ET 406.1""}, {""path"": ""exported_products_final/images/20931_1.jpg"", ""alt"": ""ET 406.1 (1)"", ""name"": ""ET 406.1 (1)""}]",Туровый дистрибьютор питания ET 406.1 - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт, розетка РСЕ Schuko 16А — 6 шт.; габариты корпуса (ДхШхВ), мм: 398 х 112 х 90",распределители питания,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""19170"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,41.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-406-1/,/product/et-406-1/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:20,False,
20932,0,ET 460.1,112,et-460-1,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 460.1</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5-pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5-pol — 1 шт<br />
розетка РСЕ СЕЕ 16А 3-pol — 6 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>398 х 112 х 90 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-460.1.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI<br />
<strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт; СЕЕ 16А 3-роI — 6 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20932_0.jpg"", ""alt"": ""ET 260.1"", ""name"": ""ET 460.1""}]",Туровый дистрибьютор питания ET 460.1 - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт, розетка РСЕ СЕЕ 16А 3 – роI — 6 шт.; размеры (ДхШхВ), мм: 398 х 112 х 90",,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""22910"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,13.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-460-1/,/product/et-460-1/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:31,False,
20933,0,ETC 406.1,113,etc-406-1,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ETC 406.1</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol,<br />
1 м кабель H07RN-F 5G6</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт<br />
розетка РСЕ Schuko 16А — 6 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>398 х 112 х 90 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ETS-406.1.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI, 1м 5G6.<br />
<strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт; Schuko 16А — 6 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20933_0.jpg"", ""alt"": ""ETC 406.1"", ""name"": ""ETC 406.1""}]",Туровый дистрибьютор питания ETC 406.1 - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI, 1 м кабель H07RN-F 5G6; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт., розетка РСЕ Schuko 16А — 6 шт.; габариты корпуса...",,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Кабельный ввод"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""23380"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,11.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/etc-406-1/,/product/etc-406-1/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:34,False,
20934,0,ETC 460.1,130,etc-460-1,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ETC 460.1</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol<br />
1 м кабель H07RN-F 5G6</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт<br />
розетка РСЕ СЕЕ 16А 3–pol — 6 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>398 х 112 х 90 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ETS-460.1.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI, 1м кабель 5G6.<br />
<strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт; СЕЕ 16А 3-роI — 6 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20934_0.jpg"", ""alt"": ""Туровый дистрибьютор ETC 460.1"", ""name"": ""ETC 460.1""}, {""path"": ""exported_products_final/images/20934_1.jpg"", ""alt"": ""ETC 460.1 (1)"", ""name"": ""ETC 460.1 (1)""}, {""path"": ""exported_products_final/images/20934_2.jpg"", ""alt"": ""Туровый дистрибьютор ETC 460.1"", ""name"": ""ETC 460.1 (2)""}]",Туровый дистрибьютор питания ETC 460.1 - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI, 1 м кабель H07RN-F 5G6; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт., розетка РСЕ СЕЕ 16А 3 – роI — 6 шт.; габариты корпуса..",распределители питания,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Кабельный ввод"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""26020"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,4.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/etc-460-1/,/product/etc-460-1/,publish,False,2018-10-29T00:00:00,2024-02-13T23:01:14,False,
20935,0,ETC 4012,115,etc-4012,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ETC 4012</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol<br />
1 м кабель H07RN-F 5G6</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт<br />
розетка РСЕ Schuko 16А — 12 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>378 х 180 х 80 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ETS-4012.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI, 1 м кабель H07RN-F 5G6.<br />
<strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт; Schuko 16А — 12 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20935_0.jpg"", ""alt"": ""Туровый дистрибьютор питания ETC 4012"", ""name"": ""ETC 4012""}, {""path"": ""exported_products_final/images/20935_1.jpg"", ""alt"": ""ETC 4012 Туровый дистрибьютор питания"", ""name"": ""ETC 4012 (1)""}, {""path"": ""exported_products_final/images/20935_2.jpg"", ""alt"": ""ETC 4012 Туровый дистрибьютор питания"", ""name"": ""ETC 4012 (2)""}, {""path"": ""exported_products_final/images/20935_3.jpg"", ""alt"": ""ETC 4012 (3)"", ""name"": ""ETC 4012 (3)""}]",Туровый дистрибьютор питания ETC 4012 - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI, 1 м кабель H07RN-F 5G6; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт., розетка РСЕ Schuko 16А — 12 шт.; габариты корпуса...",распределители питания,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Кабельный ввод"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""30850"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,16.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/etc-4012/,/product/etc-4012/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:40,False,
20936,0,TC 4012,116,tc-4012,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания TC 4012</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ CEE 32А 5-pol,<br />
1 м кабель H07RN-F 5G4</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ Schuko 16А — 12 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>378 х 180 х 62 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/TS-4012.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> CEE 32А 5-роI, 1м кабель 5G4.<br />
<strong>OUT:</strong> Schuko 16А — 12 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20936_0.jpg"", ""alt"": ""TC 4012"", ""name"": ""TC 4012""}]",Туровый дистрибьютор питания TC 4012 - EDS,"Вход: вилка РСЕ CEE 32А 5-роI, 1 м кабель H07RN-F 5G48; выход: розетка РСЕ Schuko 16А — 12 шт.; габариты корпуса (ДхШхВ), мм: 378 х 180 х 62",распределители питания,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Кабельный ввод""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""25950"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/tc-4012/,/product/tc-4012/,publish,False,2018-10-29T00:00:00,2024-02-26T23:02:13,False,
20937,0,ET 406 ICB,117,et-406-icb,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 406 ICB</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5-pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5-pol — 1 шт (подключена до авт.выкл.)<br />
розетка РСЕ Schuko 16А — 6 шт</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>3 индикатора фаз<br />
3 индикатора на включение</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>авт.выкл. Legrand 6kA 32А 1-pol — 3 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>275 х 168 х 91 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-406-ICB.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN: </strong>СЕЕ 32А 5-роI <strong>OUT: </strong>РСЕ СЕЕ 32А 5-роI — 1 шт.(проходная); Schuko 16А — 6 шт. Индикация. Авт. выкл. 32А 1-р — 3 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20937_0.jpg"", ""alt"": ""Туровый дистрибьютор ET 406 ICB"", ""name"": ""ET 406 ICB""}, {""path"": ""exported_products_final/images/20937_1.jpg"", ""alt"": ""Туровый дистрибьютор ET 406 ICB"", ""name"": ""ET 406 ICB (1)""}]",Туровый дистрибьютор питания ET 406 ICB - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт (подключена до авт.выкл.), розетка РСЕ Schuko 16А — 6 шт; индикация: 3 индикат...",,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Автомат. выключатели"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""28850"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,16.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-406-icb/,/product/et-406-icb/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:43,False,
20938,0,ET 433 ICB,118,et-433-icb,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 433 ICB</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт. (подключена до авт.выкл.)<br />
розетка РСЕ СЕЕ 16А 3-pol — 3 шт.<br />
розетка РСЕ Schuko 16А — 3 шт.</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>3 индикатора фаз, 3 индикатора на включение</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>авт.выкл 6kA 32А 1-pol — 3 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>275 х 168 х 91 мм</td>
</tr>
<tr>
<td><strong>Масса</strong></td>
<td>3,75 кг</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-433-ICB-.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI <strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт. (проходная); СЕЕ 16А 3-роI — 3 шт.; Schuko 16А — 3 шт. Индикация. Авт.выкл 32А 1-р — 3 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20938_0.jpg"", ""alt"": ""Туровый дистрибьютор ET 433 ICB"", ""name"": ""ET 433 ICB""}, {""path"": ""exported_products_final/images/20938_1.jpg"", ""alt"": ""Туровый дистрибьютор ET 433 ICB"", ""name"": ""ET 433 ICB (1)""}]",Туровый дистрибьютор питания ET 433 ICB - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт. (подключена до авт.выкл.), розетка РСЕ СЕЕ 16А 3-роI — 3 шт., розетка РСЕ Schuko...",,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Автомат. выключатели"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""30280"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-433-icb/,/product/et-433-icb/,publish,False,2018-10-29T00:00:00,2024-05-16T23:01:05,False,
20939,0,ET 460 ICB,119,et-460-icb,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ET 460 ICB</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт (подключена до авт.выкл.)<br />
розетка РСЕ СЕЕ 16А 3-pol — 6 шт</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>3 индикатора фаз, 3 индикатора на включение</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>авт.выкл Legrand 6kA: 3х32А 1-pol</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>275 х 168 х 91</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ET-460-ICB.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI <strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт.(проходная); СЕЕ 16А 3-роI — 6 шт. Индикация. Авт.выкл 32А 1-р — 3 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20939_0.jpg"", ""alt"": ""Туровый дистрибьютор ET 460 ICB"", ""name"": ""ET 460 ICB""}, {""path"": ""exported_products_final/images/20939_1.jpg"", ""alt"": ""Туровый дистрибьютор"", ""name"": ""ET 460 ICB (1)""}, {""path"": ""exported_products_final/images/20939_2.jpg"", ""alt"": ""Туровый дистрибьютор ET 460 ICB"", ""name"": ""ET 460 ICB (2)""}]",Туровый дистрибьютор питания ET 460 ICB - EDS,"Вход: вилка РСЕ СЕЕ 32А 5 – роI; выход: розетка РСЕ СЕЕ 32А 5 – роI — 1 шт (подключена до авт.выкл.), розетка РСЕ СЕЕ 16А 3-роI — 6 шт; индикация: 3 индик..",распределители питания,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Автомат. выключатели"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""32030"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,2.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/et-460-icb/,/product/et-460-icb/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:45,False,
20940,0,ETC 435 ICB,121,etc-435-icb,simple,"<h2 class=""sprod"">Туровый дистрибьютор питания ETC 435 ICB</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>вилка РСЕ СЕЕ 32А 5–pol<br />
1 м кабель H07RN-F 5G6</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>розетка РСЕ СЕЕ 32А 5–pol — 1 шт (подключена до авт.выкл.)<br />
розетка РСЕ СЕЕ 16А 3–pol — 3 шт<br />
розетка РСЕ Schuko 16А — 5 шт</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>3 индикатора фаз</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>авт.выкл 6kA 16А 1-pol — 7 шт</td>
</tr>
<tr>
<td><strong>Габариты корпуса</strong></td>
<td>343 х 180 х 82 мм</td>
</tr>
</tbody>
</table>
<div class=""baton""><a href=""https://edsy.ru/wp-content/uploads/2018/10/ETC-435-ICB-.pdf"" target=""_blank"" rel=""noopener noreferrer""> <button class=""buton""> <i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i> ПАСПОРТ УСТРОЙСТВА</button></a></div>
","<p><strong>IN:</strong> СЕЕ 32А 5-роI, 1м кабель 5G6. <strong>OUT:</strong> СЕЕ 32А 5-роI — 1 шт. (проходная); СЕЕ 16А 3-роI — 3 шт.; Schuko 16А — 5 шт. Индикация. Авт.выкл 16А 1-р — 7 шт.</p>
",Туровые дистрибьюторы,turovye,"[{""path"": ""exported_products_final/images/20940_0.jpg"", ""alt"": ""Туровый дистрибьютор ETC 435 ICB"", ""name"": ""ETC 435 ICB""}, {""path"": ""exported_products_final/images/20940_1.jpg"", ""alt"": ""Туровый дистрибьютор ETC 435 ICB"", ""name"": ""ETC 435 ICB (1)""}]",Купить туровый дистрибьютор питания ETC 435 ICB в компании EDS,"IN: СЕЕ 32А 5-роI, 1м кабель 5G6. OUT: СЕЕ 32А 5-роI — 1 шт. (проходная); СЕЕ 16А 3-роI — 3 шт.; Schuko 16А — 5 шт. Индикация. Авт.выкл 16А 1-р — 7 шт.",,,,"{""Ввод"": {""options"": [""CEE 32A 5-pin""], ""visible"": false, ""variation"": false, ""position"": 3}, ""Дополнительно"": {""options"": [""Автомат. выключатели"", ""Кабельный ввод"", ""Проходная розетка""], ""visible"": false, ""variation"": false, ""position"": 4}}","{""regular_price"": ""49320"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,3.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/etc-435-icb/,/product/etc-435-icb/,publish,False,2018-10-29T00:00:00,2024-01-26T17:13:47,False,
