WP_ID,Parent_ID,Name,SKU,Slug,Type,Description,Short_Description,Category,Category_Slug,Images,SEO_Title,SEO_Description,SEO_Keywords,OG_Title,OG_Description,Attributes,Price_Data,Stock_Status,Stock_Quantity,Manage_Stock,Weight,Dimensions,WP_URL,Bitrix_URL,Status,Featured,Date_Created,Date_Modified,Has_Variations,Variation_Attributes
42569,0,LHS 06,834,lhs-06,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный с дверцей LHS 06</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ) </strong></td>
<td>532х355х98 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>498х283х80 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 6 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> LHS 06<br />
<strong>Габариты (ШхВхГ):</strong> 532х355х98 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42569_0.jpg"", ""alt"": ""LHS 06"", ""name"": ""LHS 06""}, {""path"": ""exported_products_final/images/42569_1.jpg"", ""alt"": ""LHS 06 (1)"", ""name"": ""LHS 06 (1)""}]",Лючок настенный LHS 06,Габариты (ШхВхГ): 532х355х98 мм; посадочный размер: 498х283х80 мм; размер установочной панели: 6U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""28918"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lhs-06/,/product/lhs-06/,publish,False,2023-12-22T15:18:06,2024-12-13T10:58:29,False,
42173,0,LHS 04 mini,833,lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04-mini,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный с дверцей LHS 04 mini</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>291х266х98 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>255х195х80 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 9,5"" 4 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> LHS 04 mini<br />
<strong>Габариты (ШхВхГ):</strong> 291х266х98 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42173_0.jpg"", ""alt"": ""LHS 04 mini"", ""name"": ""LHS 04 mini""}, {""path"": ""exported_products_final/images/42173_1.jpg"", ""alt"": ""LHS 04 mini (1)"", ""name"": ""LHS 04 mini (1)""}]",Лючок настенный LHS 04 mini,"Габариты (ШхВхГ): 291х266х98 мм; посадочный размер: 255х195х80 мм; размер установочной панели: 4U Rack 9,5; Количество кабельных заглушек 3 шт",,,,{},"{""regular_price"": ""21775"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04-mini/,/product/lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04-mini/,publish,False,2023-12-08T16:22:26,2024-01-26T17:18:06,False,
42168,0,LHS 02 mini,832,lyuchok-vstraivaemyj-nastennyj-s-dverkoj-lhs-02-mini,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный с дверцей LHS 02 mini</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>291х177х98 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>255х105х80 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 9,5"" 2 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> LHS 02 mini<br />
<strong>Габариты (ШхВхГ):</strong> 291х177х98 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42168_0.jpg"", ""alt"": ""LHS 02 mini"", ""name"": ""LHS 02 mini""}, {""path"": ""exported_products_final/images/42168_1.jpg"", ""alt"": ""LHS 02 mini (1)"", ""name"": ""LHS 02 mini (1)""}]",Лючок настенный LHS 02 mini,"Габариты (ШхВхГ): 291х177х98 мм; посадочный размер: 255х105х80 мм; размер установочной панели: 2U Rack 9,5; Количество кабельных заглушек 3 шт",,,,{},"{""regular_price"": ""18937"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-s-dverkoj-lhs-02-mini/,/product/lyuchok-vstraivaemyj-nastennyj-s-dverkoj-lhs-02-mini/,publish,False,2023-12-08T16:03:33,2024-01-26T17:18:03,False,
42158,0,LHS 04,831,lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный с дверцей LHS 04</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>532х266х98 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>495х195х80 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 4 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> LHS 04<br />
<strong>Габариты (ШхВхГ):</strong> 532х266х98 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42158_0.jpg"", ""alt"": ""LHS 04"", ""name"": ""LHS 04""}, {""path"": ""exported_products_final/images/42158_1.jpg"", ""alt"": ""LHS 04 (1)"", ""name"": ""LHS 04 (1)""}]",Лючок настенный LHS 04,Габариты (ШхВхГ): 532х266х98 мм; посадочный размер: 498х195х80 мм; размер установочной панели: 4U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""26525"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04/,/product/lyuchok-vstraivaemyj-nastennyj-s-dverczej-lhs-04/,publish,False,2023-12-08T12:41:03,2024-01-26T17:18:04,False,
42130,0,LHS 02,830,lyuchok-vstraivaemyj-nastennyj-otkrytyj-lhs-02,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный с дверцей LHS 02</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ) </strong></td>
<td>532х177х98 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ) </strong></td>
<td>495х105х80 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 2 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> LHS 02<br />
<strong>Габариты (ШхВхГ):</strong> 532х177х98 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42130_0.jpg"", ""alt"": ""LHS 02"", ""name"": ""LHS 02""}, {""path"": ""exported_products_final/images/42130_1.jpg"", ""alt"": ""LHS 02 (1)"", ""name"": ""LHS 02 (1)""}]",Лючок настенный LHS 02 EDS,Габариты (ШхВхГ): 532х177х98 мм; посадочный размер: 495х105х80 мм; размер установочной панели: 2U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""22563"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-lhs-02/,/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-lhs-02/,publish,False,2023-12-07T17:36:35,2024-01-26T17:18:02,False,
42121,0,HS 04,823,lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный открытый HS 04</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>532х266х83 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>495х195х70 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 4 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> HS 04<br />
<strong>Габариты (ШхВхГ):</strong> 532х266х83 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42121_0.jpg"", ""alt"": ""HS 04"", ""name"": ""HS 04""}]",Лючок настенный HS 04 EDS,Габариты (ШхВхГ): 532х266х83 мм; посадочный размер: 495х195х70 мм; размер установочной панели: 4U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""15811"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04/,/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04/,publish,False,2023-12-07T16:05:35,2024-01-26T17:17:52,False,
42101,0,HS 04 mini,822,lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04-mini,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный открытый HS 04 mini</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>291х266х83мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>255х205х70 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 9,5"" 4 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>3</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> HS 04 mini<br />
<strong>Габариты (ШхВхГ):</strong> 291х266х83 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42101_0.jpg"", ""alt"": ""HS 04 mini"", ""name"": ""HS 04 mini""}]",Лючок настенный HS 04 mini EDS,"Габариты (ШхДхГ): 291х266х83 мм; посадочный размер: 255х205х70 мм; размер установочной панели: Rack 9,5"" 4 Unit; Количество кабельных заглушек 3 шт",,,,{},"{""regular_price"": ""12706"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04-mini/,/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-04-mini/,publish,False,2023-12-07T12:51:23,2024-01-26T17:17:53,False,
42095,0,HS 02,821,lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-02,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный открытый HS 02</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td>532х177х83 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>495х105х70 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 2 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> HS 02<br />
<strong>Габариты (ШхВхГ):</strong> 532х177х83 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42095_0.jpg"", ""alt"": ""HS 02"", ""name"": ""HS 02""}]",Лючок настенный HS 02 EDS,Габариты (ШхВхГ): 532х177х83 мм; посадочный размер: 495х105х70 мм; размер установочной панели: 2 U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""13245"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-02/,/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-02/,publish,False,2023-12-07T12:31:51,2024-01-26T17:17:51,False,
42076,0,HS 01,820,lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-01,simple,"<p>&nbsp;</p>
<h2 class=""sprod"">Лючок встраиваемый настенный открытый HS 01</h2>
<p>&nbsp;</p>
<table class=""eds-luk"">
<tbody>
<tr>
<td><strong>Габариты (ШхВхГ)</strong></td>
<td> 532х133х83 мм</td>
</tr>
<tr>
<td><strong>Посадочный размер (ШхВхГ)</strong></td>
<td>495х65х70 мм</td>
</tr>
<tr>
<td><strong>Размер установочной панели</strong></td>
<td>Rack 19"" 1 Unit</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в боковине</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Количество кабельных заглушек в дне</strong></td>
<td>5</td>
</tr>
<tr>
<td><strong>Масса изделия</strong></td>
<td></td>
</tr>
</tbody>
</table>
","<p><strong>Типоразмер:</strong> HS 01<br />
<strong>Габариты (ШхВхГ):</strong> 532х133х83 мм</p>
",Лючки настенные,lyuchki-nastennye,"[{""path"": ""exported_products_final/images/42076_0.jpg"", ""alt"": ""HS 01"", ""name"": ""HS 01""}]",Лючок настенный HS 01 EDS,Габариты (ШхВхГ): 532х133х83 мм; посадочный размер: 495х65х70 мм; размер установочной панели: 1 U; Количество кабельных заглушек 5 шт,,,,{},"{""regular_price"": ""12014"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-01/,/product/lyuchok-vstraivaemyj-nastennyj-otkrytyj-hs-01/,publish,False,2023-12-06T16:14:35,2024-01-26T17:17:50,False,
35673,0,DS E1-4.5,917,ds-e1-4-5,simple,"<h2 class=""sprod"">MINI DMX Splitter DS E1-4.5</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>XLR 5 контактов</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>проходной разъем 1хXLR 5 контактов<br />
4хXLR 5 контактов</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>включение в сеть, наличие DMX сигнала</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>гальваническая развязка и усилитель сигнала на каждом канале</td>
</tr>
<tr>
<td><strong>Питание</strong></td>
<td>от сети 90-280В через панельный разъем PowerCon 20A/250В NAC3MPA-1; проходной панельный разъем PowerCon 20A/250В NAC3MPB-1<br />
(поставляется без кабеля)</td>
</tr>
</tbody>
</table>
","<p><strong>IN:</strong> XLR 5 pin<br />
<strong>OUT:</strong> 4хXLR 5 pin</p>
",DMX сплиттеры,dmx-splitters,"[{""path"": ""exported_products_final/images/35673_0.jpg"", ""alt"": ""DMX сплиттер производства EDS"", ""name"": ""DS E1-4.5""}, {""path"": ""exported_products_final/images/35673_1.jpg"", ""alt"": ""DMX сплиттер производства EDS"", ""name"": ""DS E1-4.5 (1)""}]",MINI DMX Splitter - %%title%% %%page%% %%sep%% от компании %%sitename%%,"Вход: XLR 5 контактов; выход: 4хXLR 5 контактов, проходной панельный разъем PowerCon 20A/250В NAC3MPB-1; гальванич. развязка и усил.",,,,{},"{""regular_price"": """", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/ds-e1-4-5/,/product/ds-e1-4-5/,publish,False,2022-09-08T09:37:28,2024-07-16T10:24:21,False,
34144,0,DS E1-4.5TC,907,dmx-splitter-ds-e1-4-5tc,simple,"<h2 class=""sprod"">DMX Splitter DS E1-4.5TC</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>XLR 5 контактов</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>проходной разъем 1хXLR 5 контактов<br />
4хXLR 5 контактов</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>включение в сеть, наличие DMX сигнала</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>гальваническая развязка и усилитель сигнала на каждом канале</td>
</tr>
<tr>
<td><strong>Питание</strong></td>
<td>от сети 90-280В через панельный разъем TRUECon 16A/250В NAC3MPX-TOP; проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP<br />
(поставляется без кабеля)</td>
</tr>
</tbody>
</table>
","<p><strong>IN:</strong> XLR 5 pin<br />
<strong>OUT:</strong> 4хXLR 5 pin<br />
проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP</p>
",DMX сплиттеры,dmx-splitters,"[{""path"": ""exported_products_final/images/34144_0.jpg"", ""alt"": ""DMX сплиттер"", ""name"": ""DS E1-4.3TC""}, {""path"": ""exported_products_final/images/34144_1.jpg"", ""alt"": ""DMX сплиттер"", ""name"": ""DS E1-4.3TC (1)""}]",%%title%% %%page%% %%sep%% производства %%sitename%%,Вход: XLR 5 контактов; выход: 4хXLR 5 контактов. Питание от сети 90-280В через панельный разъем TRUECon 16A/250В NAC3MPX-TOP ; проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP.,,,,{},"{""regular_price"": """", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/dmx-splitter-ds-e1-4-5tc/,/product/dmx-splitter-ds-e1-4-5tc/,publish,False,2022-03-30T16:15:44,2024-07-16T10:24:48,False,
34002,0,DS E1-4.3TC,906,dmx-splitter-ds-e1-4-3tc,simple,"<h2 class=""sprod"">DMX сплиттер DS E1-4.3TC</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>XLR 3 контакта</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>проходной разъем 1хXLR 3 контакта<br />
4хXLR 3 контакта</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>включение в сеть, наличие DMX сигнала</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>гальваническая развязка и усилитель сигнала на каждом канале</td>
</tr>
<tr>
<td><strong>Питание</strong></td>
<td>от сети 90-280В через панельный разъем TRUECon 16A/250В NAC3MPX-TOP; проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP<br />
(поставляется без кабеля)</td>
</tr>
</tbody>
</table>
","<p><strong>IN:</strong> XLR 3 pin<br />
<strong>OUT:</strong> 4хXLR 3 pin<br />
проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP</p>
",DMX сплиттеры,dmx-splitters,"[{""path"": ""exported_products_final/images/34002_0.jpg"", ""alt"": ""DMX сплиттер"", ""name"": ""DS E1-4.3TC""}, {""path"": ""exported_products_final/images/34002_1.jpg"", ""alt"": ""DMX сплиттер"", ""name"": ""DS E1-4.3TC (1)""}]",%%title%% %%page%% %%sep%% от компании %%sitename%%,Вход: XLR 3 контакта; выход: 4хXLR 3 контакта. Питание от сети 90-280В через панельный разъем TRUECon 16A/250В NAC3MPX-TOP ; проходной панельный разъем TRUECon 16A/250В NAC3FPX-TOP.,,,,{},"{""regular_price"": """", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/dmx-splitter-ds-e1-4-3tc/,/product/dmx-splitter-ds-e1-4-3tc/,publish,False,2022-03-18T12:43:43,2024-07-16T10:25:20,False,
33978,0,RDS 1-6 RDM,915,rds-1-6-rdm,simple,"<h2 class=""sprod"">DMX сплиттер с RDM - RDS 1-6 RDM</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>XLR 3 контакта</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>6хXLR 3 контакта + 1xXLR параллельно входному разъему (Link)</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>включение в сеть, наличие DMX сигнала на входном и выходных каналах</td>
</tr>
<tr>
<td><strong>Защита</strong></td>
<td>плавкая вставка 1А</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>поддержка протокола RDM, гальваническая развязка и усилитель сигнала на каждом канале</td>
</tr>
<tr>
<td><strong>Питание</strong></td>
<td>от сети 100-250В через разъем PowerCon и 1 метровый кабель (поставляется с устройством)</td>
</tr>
</tbody>
</table>
","<p><strong>IN:</strong> XLR 3 pin<br />
<strong>OUT:</strong>6хXLR 3 контакта + 1xXLR параллельно входному разъему (Link)</p>
",DMX сплиттеры,dmx-splitters,"[{""path"": ""exported_products_final/images/33978_0.jpg"", ""alt"": ""DMX сплиттер с RDM"", ""name"": ""RDS 1-6 RDM""}]",DMX сплиттер с RDM - %%title%% %%page%% %%sep%% %%sitename%%,"Вход: XLR 3 контакта. Выход; 6хXLR 3 контакта + 1xXLR параллельно входному разъему (Link). Поддержка протокола RDM, гальваническая развязка и усилитель сигнала на каждом канале.",,,,{},"{""regular_price"": ""44860"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",onbackorder,0.0,True,0,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/rds-1-6-rdm/,/product/rds-1-6-rdm/,publish,False,2022-03-10T16:22:31,2024-07-16T10:25:40,False,
33964,0,RDS 1-8.3 RDM,916,rds-1-8-3rdm,simple,"<h2 class=""sprod"">DMX сплиттер с RDM - RDS 1-8.3RDM</h2>
<table class=""eds-01"">
<tbody>
<tr>
<td><strong>Вход</strong></td>
<td>XLR 3 контакта</td>
</tr>
<tr>
<td><strong>Выход</strong></td>
<td>8хXLR 3 контакта + 1xXLR параллельно входному разъему (Link)</td>
</tr>
<tr>
<td><strong>Индикация</strong></td>
<td>включение в сеть, наличие DMX сигнала на входном и выходных каналах</td>
</tr>
<tr>
<td><strong>Защита</strong></td>
<td>плавкая вставка 1А</td>
</tr>
<tr>
<td><strong>Дополнительно</strong></td>
<td>поддержка протокола RDM, гальваническая развязка и усилитель сигнала на каждом канале</td>
</tr>
<tr>
<td><strong>Питание</strong></td>
<td>от сети 100-250В через разъем PowerCon и 1 метровый кабель (поставляется с устройством)</td>
</tr>
</tbody>
</table>
","<p><strong>IN:</strong> XLR 3 pin<br />
<strong>OUT:</strong>8хXLR 3 контакта + 1xXLR параллельно входному разъему (Link)</p>
",DMX сплиттеры,dmx-splitters,"[{""path"": ""exported_products_final/images/33964_0.jpg"", ""alt"": ""DMX сплиттер с RDM"", ""name"": ""RDS 1-8.3 RDM""}, {""path"": ""exported_products_final/images/33964_1.jpg"", ""alt"": ""DMX сплиттер с RDM"", ""name"": ""RDS 1-8.3 RDM (1)""}, {""path"": ""exported_products_final/images/33964_2.jpg"", ""alt"": ""DMX сплиттер с RDM"", ""name"": ""RDS 1-8.3 RDM (2)""}]",DMX сплиттер с RDM - %%title%% %%page%% %%sep%% %%sitename%%,"Вход: XLR 3 контакта. Выход; 8хXLR 3 контакта + 1xXLR параллельно входному разъему (Link). Поддержка протокола RDM, гальваническая развязка и усилитель сигнала на каждом канале.",,,,{},"{""regular_price"": ""53480"", ""sale_price"": """", ""price"": """", ""on_sale"": false}",instock,2.0,True,,"{""length"": """", ""width"": """", ""height"": """"}",https://edsy.ru/product/rds-1-8-3rdm/,/product/rds-1-8-3rdm/,publish,False,2022-03-03T14:48:12,2024-07-16T10:25:52,False,
